,COIN,PRICE,1H,24H,7D,24 H VOLUME ,MKT CAP,CIRCULATING SUPPLY,ATH,ATL,TRADING VOLUME,INITIAL RICE ($)
446,ThunderCore TT TT,$0.009975825380,0.1%,1.2%,-13.4%,"$17,813,064","$86,322,434","9,090,168,650 TT",$0.04,$0.00,"10,000,000,000 TT",
205,TitanSwap TITAN TITAN,$3.10,0.003,0.006,0.052,"$1,460,982","$309,500,262","53,404,160 TITAN",$9.95,$0.19,"10,000,000,000 TITAN",
311,Tokamak Network TON TON,$3.79,-0.7%,1.4%,-13.1%,"$30,159,950","$161,945,771","2,727,340 TON",$30.93,$1.69,"50,000,000 TON",
272,Tokemak TOKE TOKE,$14.28,0.012,-0.009,-0.173,"$2,333,463","$198,546,435","5,377,717 TOKE",$381.55,$3.39,"100,000,000 TOKE",
587,Token Pocket TPT TPT,$0.014721512335,0.4%,-0.5%,-2.2%,"$96,834.53","$51,046,081","3,466,457,400 TPT",$38.50,$0.00,"3,466,457,400 TPT",
794,Tokenlon LON LON,$0.990423,-0.2%,2.8%,0.4%,"$906,077","$25,186,276","44,559,365 LON",$9.77,$0.71,"116,298,814.86 LON",
608,Tokocrypto TKO TKO,$0.643091,-0.001,0.026,-0.132,"$9,092,005","$48,201,185","108,500,000 TKO",$4.99,$0.25,"500,000,000 TKO",
343,Tomb Shares TSHARE TSHARE,"$3,500.73",-0.5%,-3.4%,-31.7%,"$11,574,562","$137,552,073","39,127 TSHARE","$21,848.97",$226.93,"65,585 TSHARE",
207,Tomb TOMB TOMB,$0.973729,0.007,0.008,-0.162,"$32,662,528","$308,825,016","311,853,830 TOMB",$4.22,$0.06,"300,001 TOMB",
381,TomoChain TOMO TOMO,$1.29,0.1%,5.1%,10.3%,"$15,757,638","$113,770,002","91,580,363 TOMO",$3.92,$0.14,"100,000,000 TOMO",
442,Tornado Cash TORN TORN,$53.57,1.3%,10.8%,13.1%,"$10,925,437","$86,823,820","1,099,795 TORN",$437.41,$18.49,"10,000,000 TORN",
521,Toucan Protocol: Base Carbon Tonne BCT BCT,$3.22,0.4%,-1.4%,-8.4%,"$971,252","$62,232,443","17,744,545 BCT",$8.69,$2.09,"17,744,545.12 BCT",
741,Tower TOWER TOWER,$0.018211670665,1.1%,-0.2%,-14.5%,"$1,563,984","$31,186,183","237,619,987 TOWER",$0.14,$0.00,"10,000,000,000 TOWER",
693,Tracer DAO TCR TCR,$0.151476,0.032,0.083,-0.062,"$872,972","$35,312,571","54,272,200 TCR",$0.85,$0,0.00 TCR,
574,Tranchess CHESS CHESS,$0.709724,-0.4%,8.7%,-8.8%,"$8,792,728","$52,526,989","82,289,793 CHESS",$7.92,$0.21,"300,000,000 CHESS",
516,Travala.com AVA AVA,$1.21,1.0%,1.6%,-13.8%,"$1,480,084","$62,933,921","51,232,537 AVA",$6.48,$0.04,"61,011,389 AVA",
834,Trias Token TRIAS TRIAS,$4.35,0.1%,2.8%,-25.0%,"$3,316,712","$21,677,770","1,600,000 TRIAS",$31.97,$0,"10,000,000 TRIAS",
250,Tribe TRIBE TRIBE,$0.496224,-0.004,0.003,-0.104,"$4,956,054","$225,766,579","453,448,622 TRIBE",$2.49,$0,"1,000,000,000 TRIBE",
24,TRON TRX TRX,$0.063571574776,0.003,0.015,0.015,"$728,633,850","$6,476,540,479","1,266,000 TRK",$0.30,$0.00,"98,191,763,260.91 TRX",
990,Troy TROY TROY,$0.006912396371,3.5%,6.5%,-14.3%,"$1,886,344","$12,985,717","8,905,660,523 TROY",$0.04,$0.00,"10,000,000,000 TROY",
352,TrueFi TRU TRU,$0.195657,0.1%,4.2%,-0.4%,"$4,895,770","$130,872,960","548,956,194 TRU",$1.04,$0.07,"1,441,129,427 TRU",
80,TrueUSD TUSD TUSD,$0.999582,0,0.001,-0.001,"$90,360,795","$1,344,534,443","1,296,163,803 TUSD",$1.36,$0.92,"1,296,163,802.62 TUSD",
181,Trust Wallet Token TWT TWT,$1.10,0.001,0.012,-0.14,"$9,170,745","$382,488,590","288,094,211 TWT",$1.65,$0.01,"858,094,211 TWT",
929,TrustPad TPAD TPAD,$0.172839,0.4%,2.3%,-3.7%,"$98,388.48","$15,192,011",0 TPAD,$1.89,$0.00,0.00 TPAD,
556,Trustswap SWAP SWAP,$0.704261,0.0%,-3.5%,-4.7%,"$267,843","$55,373,653","97,570,164 SWAP",$5.02,$0.01,"99,995,164.27 SWAP",
980,Tulip Protocol TULIP TULIP,$9.23,0.2%,-1.3%,-13.7%,"$347,172","$13,240,009","815,206 TULIP",$50.12,$1.70,"10,000,000 TULIP",
307,UFO Gaming UFO UFO,$0.000006364545,2.4%,1.5%,-17.7%,"$5,854,150","$165,244,615","25,757,575,757,576 UFO",$0.00,$0.00,"25,757,575,757,575.5 UF",
845,Ultiledger ULT ULT,$0.010920119635,1.0%,-0.5%,-1.7%,"$22,394.40","$20,962,112","2,836,429,509 ULT",$0.10,$0.00,"4,500,000,000 ULT",
238,Ultra UOS UOS,$0.873663,0.008,0.014,-0.163,"$4,166,683","$235,959,498","303,472,124 UOS",$2.46,$0.02,"1,000,000,000 UOS",
183,UMA UMA UMA,$5.68,0.006,0.014,-0.103,"$22,029,539","$376,205,983","66,720,133 UMA",$43.37,$1.16,"107,382,784.46 UMA",
473,Umee UMEE UMEE,$0.069027749190,0.3%,3.6%,1.1%,"$3,121,453","$77,760,810",,$0.37,$0.02,"10,000,000,000 UMEE",
917,UniCrypt UNCX UNCX,$437.38,-0.1%,1.3%,2.5%,"$47,931.29","$15,828,316","31,683 UNCX","$1,113.91",$23.88,"47,650 UNCX",
864,UniLend Finance UFT UFT,$0.318873,0.2%,1.9%,-12.0%,"$658,828","$19,875,364","31,052,564 UFT",$4.39,$0.07,"100,000,000 UFT",
891,Unisocks SOCKS SOCKS,"$60,656.18",0.0%,3.9%,-15.3%,"$4,472.91","$18,350,239",302 SOCKS,"$923,827.83",$0,302 SOCKS,
991,Unisocks SOCKS SOCKS,"$42,969.88",0.5%,10.5%,-27.6%,"$54,730.06","$12,976,567",302 SOCKS,"$923,827.83",$0,302 SOCKS,
36,Uniswap UNI UNI,$8.25,0.011,-0.001,-0.114,"$130,275,232","$3,770,801,212","718,782,304 UNI",$44.97,$0.42,"1,000,000,000 UNI",
739,Universe.XYZ XYZ XYZ,$0.061498436046,-0.3%,-5.0%,9.5%,"$113,900","$31,360,483","160,332,553 XYZ",$0.45,$0.01,0.00 XYZ,
712,Unizen ZCX ZCX,$0.986442,-1.8%,0.5%,-11.4%,"$1,154,280","$33,673,726",0 ZCX,$7.01,$0.45,0.00 ZCX,
492,Uquid Coin UQC UQC,$7.10,0.6%,3.2%,-4.2%,"$2,786,730","$70,486,722","10,000,000 UQC",$33.71,$0.04,"40,000,000 UQC",
5,USD Coin USDC USDC,$0.998166,-0.001,-0.001,-0.001,"$4,655,599,415","$49,417,786,375","48,544,682,851 USDC",$2.35,$0.93,"48,544,682,851.35 USDC",
646,USDK USDK USDK,$1.00,0,0.002,0,"$71,867,148","$42,425,175","28,600,072 USDK",$1.12,$0.91,"28,600,072 USDK",
297,USDX USDX USDX,$0.983908,0,0.008,0.015,"$991,594","$177,244,436","121,061,143 USDX",$3.90,$0.45,"121,061,143 USDX",
391,Utrust UTK UTK,$0.235253,-0.2%,-0.3%,-6.3%,"$5,135,377","$110,658,654","470,000,000 UTK",$1.49,$0.01,"500,000,000 UTK",
616,Vader Protocol VADER VADER,$0.008859884308,0.02,0.045,-0.158,"$119,852","$46,900,193","4,210,016,842 VADER",$0.14,$0.00,"25,000,000,000 VADER",
576,Vai VAI VAI,$0.933887,0.0%,0.7%,0.5%,"$49,239.20","$52,291,697","57,498,554 VAI",$1.12,$0.70,"57,498,554 VAI",
966,Validity VAL VAL,$3.08,1.2%,-3.3%,-5.0%,"$415,988","$13,755,461","4,588,180 VAL",$21.73,$0.00,"4,589,277.15 VAL",
38,VeChain VET VET,$0.051905729132,0.008,0.004,-0.147,"$412,671,545","$3,470,260,533","64,315,576,989 VET",$0.28,$0.00,"86,712,634,466 VET",
513,Vectorspace AI VXV VXV,$1.69,-1.6%,-6.7%,-17.9%,"$325,972","$64,236,753","39,925,565 VXV",$35.93,$0.02,"50,000,000 VXV",
545,Vega Protocol VEGA VEGA,$3.63,0.7%,0.3%,-11.8%,"$2,508,481","$58,118,685","18,190,181 VEGA",$22.77,$1.16,"64,999,723 VEGA",
185,Velas VLX VLX,$0.159501,-0.003,0.177,-0.203,"$7,654,708","$364,747,974","2,304,233,612 VLX",$0.57,$0.01,"2,304,233,612.5 VLX",
908,VelasPad VLXPAD VLXPAD,$0.037652416426,1.0%,12.2%,-24.9%,"$99,878.69","$16,412,724","13,309,447 VLXPAD",$1.36,$0.02,"104,701,004.22 VLXPAD",
525,Velo VELO VELO,$0.049725435385,-3.2%,10.1%,-15.1%,"$1,260,955","$61,504,323","1,229,925,310 VELO",$2.07,$0.02,"26,999,998,935 VELO",
357,Venus XVS XVS,$9.77,0.2%,2.2%,-9.5%,"$12,987,777","$127,298,907","12,170,524 XVS",$147.02,$2.07,"29,745,109.54 XVS",
476,Verasity VRA VRA,$0.017245813365,-0.6%,2.1%,-17.2%,"$31,246,292","$77,288,899","4,470,185,346 VRA",$0.09,$0.00,"19,400,882,350 VRA",
316,Verge XVG XVG,$0.009553291350,0.5%,1.5%,-9.6%,"$2,940,212","$157,589,745","16,505,123,788 XVG",$0.30,$0.00,"16,505,123,787.82 XVG",
417,Veritaseum VERI VERI,$44.17,0.8%,1.9%,3.3%,"$4,285.01","$94,968,039","2,149,646 VERI",$538.97,$0.00,"100,000,000 VERI",
878,Vertcoin VTC VTC,$0.298018,0.1%,-0.5%,-21.2%,"$221,623","$18,943,781","64,261,910 VTC",$10.53,$0.01,"64,261,910 VTC",
494,Verus Coin VRSC VRSC,$1.04,4.0%,17.5%,-4.5%,"$105,065","$70,431,977","68,636,665 VRSC",$3.42,$0.04,"68,636,664.81 VRSC",
371,Victoria VR VR VR,$0.130922,0.6%,4.7%,-12.0%,"$13,733,231","$118,115,105","744,239,686 VR",$0.71,$0.02,"16,800,000,000 VR",
872,VIDT Datalink VIDT VIDT,$0.414652,0.3%,2.6%,-7.0%,"$3,450,509","$19,191,266","49,428,303 VIDT",$1.85,$0.04,"57,386,799 VIDT",
704,Vires Finance VIRES VIRES,$89.25,-1.2%,0.5%,-9.8%,"$135,169","$34,676,646","452,580 VIRES",$201.53,$15.14,"35,404.8 VIRES",
731,VitaDAO VITA VITA,$2.03,0.4%,4.6%,-4.4%,"$25,107.60","$32,130,716","9,027,244 VITA",$2.51,$1.15,"19,307,808 VITA",
661,Vite VITE VITE,$0.046956290959,0.008,0.024,-0.106,"$1,078,149","$40,927,777","508,313,314 VITE",$0.35,$0.01,"1,033,573,236.68 VITE",
951,Vivid Labs VID VID,$0.087686965582,0.0%,-3.8%,-18.1%,"$188,467","$14,320,798","163,987,301 VID",$1.08,$0.04,"265,000,000 VID",
566,Voxies VOXEL VOXEL,$1.47,-1.5%,14.9%,-3.0%,"$67,097,279","$53,247,666","64,021,081 VOXEL",$4.76,$0.35,"300,000,000 VOXEL",
230,Vulcan Forged PYR PYR,$10.35,0.011,0.035,-0.204,"$48,636,210","$247,459,518","23,897,700 PYR",$49.74,$1.16,"50,000,000 PYR",
188,VVS Finance VVS VVS,$0.000021459549,0.007,0.015,-0.044,"$2,563,937","$343,756,067","18,097,219,702,806 VVS",$0.00,$0,"43,645,681,099,929.4 VVS",
449,Wanchain WAN WAN,$0.444366,0.1%,-1.2%,-6.3%,"$2,499,132","$85,812,246","192,701,891 WAN",$9.92,$0.08,"192,701,891.19 WAN",
69,Waves WAVES WAVES,$15.77,0.002,-0.026,-0.225,"$429,278,501","$1,581,096,656","108,426,760 WAVES",$62.36,$0.12,"108,426,760 WAVES",
156,WAX WAXP WAXP,$0.254235,0.014,0.017,-0.069,"$17,187,120","$502,100,018","1,047,774,169 WAXP",$5.01,$0.02,"3,877,429,566 WAXP",
786,WaykiChain WICC WICC,$0.123977,0.6%,-0.6%,-7.5%,"$984,090","$26,023,449","210,000,000 WICC",$2.85,$0.06,"210,000,000 WICC",
224,WazirX WRX WRX,$0.572461,0.011,0.024,-0.036,"$3,106,171","$258,655,125","381,856,864 WRX",$5.94,$0.06,"962,646,668.99 WRX",
338,WeWay WWY WWY,$0.048949753231,-3.2%,-10.8%,59.5%,"$3,422,050","$140,471,672","254,326,797 WWY",$0.07,$0.00,"10,000,000,000 WWY",
651,WHALE WHALE WHALE,$5.25,0.009,0.015,-0.075,"$605,674","$42,003,352",0 Whale,$0.00,$0,"1,000,000,000,000,000 Whale",
438,Wilder World WILD WILD,$1.03,2.1%,6.6%,-15.5%,"$2,410,759","$87,507,041","86,201,859 WILD",$7.60,$0.07,"500,000,000 WILD",
865,Wing Finance WING WING,$7.97,0.2%,0.1%,-10.3%,"$1,958,964","$19,838,373","2,567,178 WING",$140.81,$2.07,"3,427,418.78 WING",
222,WINkLink WIN WIN,$0.000272354735,0.002,0.027,-0.066,"$46,527,897","$261,874,355","961,737,300,000 WIN",$0.00,$0.00,"993,701,859,243.49 WIN",
866,Wirex WXT WXT,$0.008598027510,-0.9%,0.7%,1.1%,"$1,437,277","$19,779,762","10,000,000,000 WXT",$0.06,$0.00,"10,000,000,000 WXT",
416,Wonderland TIME TIME,$105.19,-0.6%,1.4%,-4.0%,"$977,966","$94,988,046","55,994 TIME","$14,185.38",$48.84,"1,155,830.09 TIME",
170,WOO Network WOO WOO,$0.420293,0.015,-0.009,-0.114,"$25,999,444","$434,092,928","1,058,862,659 WOO",$2.48,$0,"2,989,743,329.71 WOO",
577,Woonkly Power WOOP WOOP,$0.123895,0.0%,0.3%,1.1%,"$4,071,341","$52,184,402","156,732,023 WOOP",$1.45,$0.06,"1,000,000,000 WOOP",
395,World Mobile Token WMT WMT,$0.439096,-1.5%,-1.6%,-18.7%,"$675,639","$108,037,224","243,955,714 WMT",$0.98,$0.19,"2,000,000,000 WMT",
952,WPP Token WPP WPP,$0.004603119446,-0.1%,-0.1%,-24.2%,"$2,070.51","$14,309,544","2,647,202,526 WPP",$0.06,$0.00,"5,000,000,000 WPP",
16,Wrapped Bitcoin WBTC WBTC,"$40,209.07",0.008,0.029,-0.029,"$301,204,275","$11,314,094,154","284,305 WBTC","$162,188.26","$3,330.12","284,304.83 WBTC",
423,Wrapped Centrifuge WCFG WCFG,$0.412548,-0.2%,-0.1%,-24.9%,"$1,999,340","$91,686,593","108,491,740 WCFG",$2.55,$0.17,"430,011,123 WCFG",
478,Wrapped NXM WNXM WNXM,$27.59,0.3%,1.9%,-4.8%,"$1,971,933","$75,335,358","1,676,964 WNXM",$134.14,$9.70,"1,676,964 WNXM",
496,X2Y2 X2Y2 X2Y2,$0.175942,-1.2%,13.9%,3.2%,"$1,281,726","$69,738,452","177,691,731 X2Y2",$4.17,$0.13,"582,913,889.59 X2Y2",
390,XCAD Network XCAD XCAD,$4.56,0.2%,-4.7%,30.9%,"$12,005,355","$110,661,667","24,308,236 XCAD",$9.06,$0.50,"199,105,531 XCAD",
120,XDC Network XDC XDC,$0.055645771601,0.008,0.037,-0.002,"$6,227,819","$680,460,974","12,305,012,699 XDC",$0.19,$0.00,"37,705,012,698.75 XDC",
609,XDEFI XDEFI XDEFI,$0.851342,0,-0.007,-0.207,"$1,345,158","$48,125,488","55,554,791 XDEFI",$2.31,$0.20,"240,000,000 XDEFI",
889,XELS XELS XELS,$2.80,0.2%,0.2%,2.5%,"$809,562","$18,338,623","5,945,774 XELS",$5.33,$1.88,"21,000,000 XELS",
982,Xfinite Entertainment Token XET XET,$0.013849385464,-8.0%,-12.6%,-4.0%,"$123,897","$13,221,136","960,000,000 XET",$8.14,$0.01,"4,000,000,000 XET",
137,Xido Finance XIDO XIDO,$20.47,-0.001,-0.04,-0.14,"$17,583.22","$578,091,774","28,314,463 XIDO","$204,19",$5.39,"100,000,000 XIDO",
444,XMON XMON XMON,"$36,277.10",1.5%,-4.0%,-2.7%,"$4,611,764","$86,584,911","1,495 XMON","$100,343.53",$0,"10,000 XMON",
7,XRP XRP XRP,$0.647856,0.004,0,-0.139,"$2,528,830,327","$31,305,994,741","48,343,101,197 XRP",$3.84,$0.00,"17,802,629,407.47 UST",
322,XSGD XSGD XSGD,$0.724193,-0.1%,-0.1%,-1.5%,"$3,565,018","$152,783,148","175,806,151 XSGD",$1.73,$0.43,"183,557,143.83 XSGD",
268,XYO Network XYO XYO,$0.016216413364,-0.01,0.015,-0.088,"$10,485,304","$204,163,271","12,844,821,266 XYO",$0.08,$0.00,"13,960,974,963 XYO",
126,yearn.finance YFI YFI,"$18,068.71",0.008,0.019,-0.057,"$58,765,635","$643,619,380","36,638","$93,435.53",$739.44,"36,666 YFI",
738,YIELD App YLD YLD,$0.201393,0.6%,-1.0%,-8.9%,"$980,594","$31,511,812",,$160.73,$0,0.00 YLD,
304,Yield Guild Games YGG YGG,$2.00,2.3%,14.3%,-5.3%,"$50,623,754","$169,769,214","115,369,842 YGG",$11.50,$0.48,"1,000,000,000 YGG",
358,Yoshi.exchange YOSHI YOSHI,$0.936113,-0.3%,1.1%,-17.4%,"$216,948","$125,672,526","128,091,378 YOSHI",$2.19,$0.30,"153,000,000 YOSHI",
815,Yuan Chain Coin YCC YCC,$0.004538812407,2.3%,-9.1%,-4.9%,"$7,498.51","$23,351,758",,$0.04,$0.00,"10,000,000,000 YCC",
256,YUSD Stablecoin YUSD YUSD,$1.00,-0.006,-0.01,-0.009,"$304,088","$220,683,958","218,122,097 YUSD",$1.07,$0.97,"218,122,096.9 YUSD",
62,Zcash ZEC ZEC,$148.91,0.001,0.011,-0.049,"$184,976,080","$1,852,340,876","14,352,994 ZEC","$5,941.80",$18.94,"14,352,993.75 ZEC",
648,Zenon ZNN ZNN,$5.45,0.001,-0.047,-0.259,"$70,274.46","$42,150,778","6,330,750 ZNN","$14,535,421.57",$0.18,"7,102,886.42 ZNN",
649,Zignaly ZIG ZIG,$0.031009067533,0.002,-0.007,-0.165,"$291,851","$42,062,845","421,534,212 ZIG",$0.21,$0.01,"2,000,000,000 ZIG",
82,Zilliqa ZIL ZIL,$0.091951277794,0.006,-0.03,-0.274,"$321,673,105","$1,315,010,281","12,763,263,700 ZIL",$0.26,$0.00,"16,054,730,853.46 ZIL",
228,Zipmex Token ZMT ZMT,$2.87,-0.003,0.005,0.005,"$14,800,199","$253,605,740","88,573,083 ZMT",$5.89,$0.20,"200,000,000 ZMT",
819,ZKSpace ZKS ZKS,$0.103153,1.3%,6.3%,11.2%,"$4,106,085","$23,075,504","197,440,000 ZKS",$11.37,$0.04,"1,000,000,000 ZKS",
10066,zIOT Coin   ZIOT,$0.02,0.04%,1.19%,4.22%,,,0 ZIOT,$0.52,$0,0.00 ZIOT,
10062,yieldwatch WATCH,$0.06,0.23%,0.28%,2.80%,"$1,881.15",0.001796,"16,575,544 WATCH",$3.62,$0.00,"20,000,000 WATCH",
